,Vanilla,Demeaned,,Vanilla Cumsum,Demeaned Cumsum
2000-06-08,0.000617888,0.000575176,,0.000826447,0.000769319
2000-06-09,0.000512158,0.000476755,,0.001130046,0.001051932
2000-06-12,0.000197078,0.000183455,,0.000709236,0.000660211
2000-06-13,0.000638281,0.00059416,,0.00083536,0.000777616
2000-06-14,0.000246437,0.000229402,,0.000884718,0.000823563
2000-06-15,-0.000256525,-0.000238793,,-1.00875E-05,-9.39017E-06
2000-06-16,-0.00013911,-0.000129494,,-0.000395634,-0.000368286
2000-06-19,-0.001391772,-0.001295566,,-0.001530881,-0.00142506
2000-06-20,0.000241081,0.000224416,,-0.001150691,-0.00107115
2000-06-21,-0.00086072,-0.000801224,,-0.000619639,-0.000576807
2000-06-22,-0.00020474,-0.000190588,,-0.001065461,-0.000991811
2000-06-23,0.000716267,0.000666755,,0.000511527,0.000476168
2000-06-26,0.003687751,0.003432838,,0.004404018,0.004099593
2000-06-27,-0.000537934,-0.000500749,,0.003149818,0.002932088
2000-06-28,0.000749478,0.00069767,,0.000211544,0.000196921
2000-06-29,-0.001048606,-0.000976122,,-0.000299128,-0.000278451
2000-06-30,0.000173699,0.000161459,,-0.000874907,-0.000814663
2000-07-03,-0.001110766,-0.001032494,,-0.000937067,-0.000871035
2000-07-05,-0.001586289,-0.001474509,,-0.002697055,-0.002507003
2000-07-06,-0.000227267,-0.000211252,,-0.001813556,-0.001685761
2000-07-07,-0.000110689,-0.000102889,,-0.000337956,-0.000314141
2000-07-10,-0.00058101,-0.000540069,,-0.000691699,-0.000642958
2000-07-11,0.00067881,0.000630977,,9.77994E-05,9.09079E-05
2000-07-12,-0.000149264,-0.000138746,,0.000529546,0.000492231
2000-07-13,-0.000401113,-0.000372848,,-0.000550377,-0.000511594
2000-07-14,9.64E-05,8.96E-05,,-0.000304732,-0.000283259
2000-07-17,0.000254975,0.000237008,,0.000351356,0.000326597
2000-07-18,-0.000620994,-0.000577235,,-0.000366019,-0.000340227
2000-07-19,-4.12E-05,-3.83E-05,,-0.000662198,-0.000615485
2000-07-20,-0.000120998,-0.000112323,,-0.000162203,-0.000150573
2000-07-21,0.000378688,0.000351537,,0.000257689,0.000239214
2000-07-24,0.001166636,0.00108299,,0.001545324,0.001434527
2000-07-25,-0.001653968,-0.001535382,,-0.000487332,-0.000452392
2000-07-26,-0.000424869,-0.000394406,,-0.002078837,-0.001929788
2000-07-27,0.000139643,0.000129631,,-0.000285226,-0.000264776
2000-07-28,-0.00138896,-0.001289374,,-0.001249316,-0.001159743
2000-07-31,-0.000434978,-0.000403791,,-0.001823937,-0.001693164
2000-08-01,0.000108935,0.000101125,,-0.000326043,-0.000302666
2000-08-02,0.000621784,0.000577203,,0.000730719,0.000678327
2000-08-03,-0.000843187,-0.000782732,,-0.000221403,-0.000205529
2000-08-04,0.000372787,0.000346059,,-0.0004704,-0.000436673
2000-08-07,0.002503291,0.00232381,,0.002876079,0.002669869
2000-08-08,-0.001933699,-0.001795056,,0.000569593,0.000528754
2000-08-09,-0.000913067,-0.000847602,,-0.002846766,-0.002642658
2000-08-10,1.60E-05,1.48E-05,,-0.000897111,-0.000832824
2000-08-11,0.000448834,0.000415688,,0.00046479,0.000430466
2000-08-14,0.000190264,0.000176213,,0.000639098,0.000591901
2000-08-15,-0.000688317,-0.000636601,,-0.000498053,-0.000460387
2000-08-16,-0.001486309,-0.001374636,,-0.002174626,-0.002011237
2000-08-17,0.000461513,0.000427781,,-0.001024796,-0.000946855
2000-08-18,-0.000414821,-0.000384502,,4.66921E-05,4.32794E-05
2000-08-21,-3.66E-05,-3.39E-05,,-0.000451405,-0.000418412
2000-08-22,0.000653603,0.000605832,,0.000617019,0.000571921
2000-08-23,-4.04E-06,-3.74E-06,,0.000649563,0.000602087
2000-08-24,-0.000567498,-0.000526019,,-0.000571538,-0.000529764
2000-08-25,-0.000299274,-0.0002774,,-0.000866771,-0.000803419
2000-08-28,-1.16E-05,-1.08E-05,,-0.000310889,-0.000288189
2000-08-29,-0.002002817,-0.001860484,,-0.002014432,-0.001871274
2000-08-30,0.001408239,0.001308161,,-0.000594578,-0.000552324
2000-08-31,0.000212501,0.000197399,,0.00162074,0.00150556
2000-09-01,-0.000952129,-0.000884464,,-0.000739628,-0.000687065
2000-09-05,0.000136889,0.000127161,,-0.00081524,-0.000757304
2000-09-06,0.000428933,0.000398451,,0.000565823,0.000525612
2000-09-07,0.001319021,0.001225283,,0.001747955,0.001623734
2000-09-08,-0.00052733,-0.000489855,,0.000791691,0.000735428
2000-09-11,-0.000613048,-0.00056948,,-0.001140378,-0.001059335
2000-09-12,0.001012165,0.000940234,,0.000399117,0.000370754
2000-09-13,0.000693584,0.000644293,,0.001705749,0.001584527
2000-09-14,-0.000453419,-0.000421196,,0.000240165,0.000223097
2000-09-15,-0.001360144,-0.001263484,,-0.001813564,-0.00168468
2000-09-18,-0.001176216,-0.001092627,,-0.002536361,-0.00235611
2000-09-19,-0.000275376,-0.000255806,,-0.001451592,-0.001348433
2000-09-20,-0.000623005,-0.000578731,,-0.000898381,-0.000834536
2000-09-21,-0.001240748,-0.001152572,,-0.001863753,-0.001731303
2000-09-22,0.000445294,0.000413649,,-0.000795454,-0.000738924
2000-09-25,-0.001641016,-0.001524395,,-0.001195722,-0.001110746
2000-09-26,8.38E-05,7.21E-05,,-0.00155725,-0.001452253
2000-09-27,0.000858118,0.000796446,,0.000941885,0.000868588
2000-09-28,-0.001583984,-0.001477497,,-0.000725865,-0.000681051
2000-09-29,0.00063303,0.000589713,,-0.000950954,-0.000887784
2000-10-02,0.000880497,0.000821017,,0.001513527,0.00141073
2000-10-03,-0.000364134,-0.000340501,,0.000516363,0.000480516
2000-10-04,-0.00334325,-0.003120161,,-0.003707383,-0.003460662
2000-10-05,-0.003577537,-0.003335833,,-0.006920786,-0.006455994
2000-10-06,0.002946799,0.002745702,,-0.000630738,-0.000590131
2000-10-09,0.000987346,0.000919918,,0.003934145,0.003665621
2000-10-10,0.000182578,0.000167905,,0.001169925,0.001087823
2000-10-11,0.002745075,0.002555195,,0.002927653,0.0027231
2000-10-12,0.00193603,0.001801988,,0.004681105,0.004357183
2000-10-13,-0.001347453,-0.001253135,,0.000588577,0.000548854
2000-10-16,-0.001104342,-0.001032787,,-0.002451795,-0.002285922
2000-10-17,-3.93E-06,-6.08E-06,,-0.001108269,-0.001038864
2000-10-18,-0.001276271,-0.001189468,,-0.001280198,-0.001195544
2000-10-19,0.001821657,0.001699633,,0.000545386,0.000510165
2000-10-20,0.000162993,0.000150514,,0.001984649,0.001850147
2000-10-23,-0.001833706,-0.001709937,,-0.001670713,-0.001559423
2000-10-24,0.003003806,0.002798513,,0.0011701,0.001088576
2000-10-25,4.25E-05,3.52E-05,,0.003046325,0.002833739
2000-10-26,-1.21E-05,-1.09E-05,,3.04032E-05,2.42766E-05
2000-10-27,-0.000222392,-0.000206406,,-0.000234508,-0.000217356
2000-10-30,-0.001235157,-0.001149278,,-0.00145755,-0.001355684
2000-10-31,-0.002358792,-0.002196425,,-0.003593949,-0.003345703
2000-11-01,0.000978419,0.000910845,,-0.001380373,-0.00128558
2000-11-02,0.001183768,0.001103471,,0.002162187,0.002014316
2000-11-03,0.001980892,0.001845107,,0.00316466,0.002948578
2000-11-06,-0.000294027,-0.000274621,,0.001686865,0.001570486
2000-11-07,0.00066836,0.000622625,,0.000374332,0.000348004
2000-11-08,-0.000982244,-0.000914902,,-0.000313885,-0.000292277
2000-11-09,-0.001572785,-0.001466659,,-0.002555029,-0.002381561
2000-11-10,0.001942893,0.001810072,,0.000370108,0.000343413
2000-11-13,0.0014284,0.001332918,,0.003371293,0.00314299
2000-11-14,0.002835166,0.0026219,,0.004263566,0.003954818
2000-11-15,-0.004441054,-0.004143691,,-0.001605888,-0.001521791
2000-11-16,-9.85E-05,-0.000105297,,-0.004539549,-0.004248988
2000-11-17,0.003160546,0.002950437,,0.003062052,0.00284514
2000-11-20,-0.002593326,-0.002419845,,0.00056722,0.000530592
2000-11-21,5.94E-05,5.56E-05,,-0.002533963,-0.002364219
2000-11-22,0.002078596,0.001945527,,0.002137959,0.002001153
2000-11-24,0.002148237,0.002009513,,0.004226833,0.00395504
2000-11-27,-0.001667097,-0.001545785,,0.00048114,0.000463728
2000-11-28,0.000757051,0.000693534,,-0.000910046,-0.000852251
2000-11-29,0.000171675,0.000165305,,0.000928726,0.000858838
2000-11-30,-0.005338747,-0.004988158,,-0.005167072,-0.004822853
2000-12-01,-0.002931361,-0.002743217,,-0.008270109,-0.007731374
2000-12-04,-0.000494808,-0.000458091,,-0.00342617,-0.003201307
2000-12-05,-0.002641866,-0.002464616,,-0.003136674,-0.002922707
2000-12-06,-0.001281278,-0.001203215,,-0.003923144,-0.003667831
2000-12-07,-0.005893636,-0.005471644,,-0.007174914,-0.00667486
2000-12-08,0.002738507,0.002560594,,-0.00315513,-0.00291105
2000-12-11,0.003322548,0.003101922,,0.006061055,0.005662517
2000-12-12,0.001739839,0.001620675,,0.005062388,0.004722597
2000-12-13,-0.002340785,-0.002184095,,-0.000600946,-0.00056342
2000-12-14,0.001834776,0.001706386,,-0.00050601,-0.000477709
2000-12-15,0.002486266,0.002322135,,0.004321041,0.004028521
2000-12-18,-0.000156341,-0.000147133,,0.002329924,0.002175002
2000-12-19,0.001138679,0.001069927,,0.000982338,0.000922794
2000-12-20,-0.000734339,-0.000688002,,0.00040434,0.000381925
2000-12-21,0.002695335,0.002520265,,0.001960995,0.001832263
2000-12-22,0.00169816,0.001585467,,0.004393494,0.004105733
2000-12-26,0.002602471,0.002437376,,0.004300631,0.004022843
2000-12-27,-0.00070105,-0.000652967,,0.001901422,0.001784409
2000-12-28,-0.001573223,-0.001487983,,-0.002274273,-0.00214095
2000-12-29,0.000391496,0.000369987,,-0.001181727,-0.001117996
2001-01-02,0.000561272,0.000512709,,0.000952767,0.000882696
2001-01-03,0.000136204,0.000121289,,0.000697476,0.000633999
2001-01-04,0.001949767,0.001841558,,0.002085971,0.001962847
2001-01-05,0.000334453,0.000323014,,0.00228422,0.002164572
2001-01-08,0.000674888,0.000643244,,0.00100934,0.000966258
2001-01-09,-0.000906551,-0.000844575,,-0.000231664,-0.000201331
2001-01-10,-0.002843575,-0.002682951,,-0.003750127,-0.003527526
2001-01-11,0.00187249,0.001753636,,-0.000971086,-0.000929314
2001-01-12,0.000823123,0.000786196,,0.002695613,0.002539832
2001-01-16,-0.00069258,-0.000651066,,0.000130543,0.00013513
2001-01-17,-0.000927365,-0.000850029,,-0.001619945,-0.001501094
2001-01-18,0.001052952,0.00098717,,0.000125587,0.000137141
2001-01-19,0.003525932,0.003305864,,0.004578884,0.004293033
2001-01-22,0.002272465,0.002133305,,0.005798397,0.005439169
2001-01-23,-0.003614321,-0.003411141,,-0.001341856,-0.001277835
2001-01-24,-0.002201099,-0.002076441,,-0.005815419,-0.005487582
2001-01-25,0.000366249,0.000356004,,-0.00183485,-0.001720437
2001-01-26,-0.001118161,-0.00106122,,-0.000751912,-0.000705216
2001-01-29,-0.00033536,-0.000315659,,-0.001453521,-0.001376879
2001-01-30,0.001439612,0.00135969,,0.001104252,0.001044031
2001-01-31,0.001461175,0.001378801,,0.002900787,0.002738491
2001-02-01,0.001089268,0.001037169,,0.002550443,0.00241597
2001-02-02,-0.000380308,-0.000358076,,0.00070896,0.000679093
2001-02-05,-0.003532916,-0.003166783,,-0.003913224,-0.003524859
2001-02-06,0.002097708,0.001869686,,-0.001435208,-0.001297097
2001-02-07,-0.000960244,-0.000874463,,0.001137463,0.000995223
2001-02-08,-0.003044136,-0.002764149,,-0.00400438,-0.003638612
2001-02-09,-0.001851463,-0.001721668,,-0.004895599,-0.004485817
2001-02-12,0.003077176,0.002906488,,0.001225713,0.00118482
2001-02-13,-0.005466662,-0.005161124,,-0.002389486,-0.002254636
2001-02-14,0.000607134,0.000507067,,-0.004859528,-0.004654056
2001-02-15,-0.001155892,-0.001079876,,-0.000548759,-0.000572808
2001-02-16,0.000125171,0.000125102,,-0.001030721,-0.000954774
2001-02-20,0.001052359,0.000957027,,0.00117753,0.001082128
2001-02-21,-0.000604756,-0.000588432,,0.000447603,0.000368594
2001-02-22,0.001268764,0.001129059,,0.000664008,0.000540627
2001-02-23,-0.000471268,-0.000375309,,0.000797497,0.00075375
2001-02-26,0.009487294,0.008898041,,0.009016026,0.008522732
2001-02-27,0.002759983,0.002667678,,0.012247277,0.011565719
2001-02-28,0.005899087,0.005595298,,0.00865907,0.008262976
2001-03-01,-0.00130816,-0.001188118,,0.004590928,0.004407181
2001-03-02,-0.004215269,-0.004024576,,-0.005523429,-0.005212694
2001-03-05,-0.000431399,-0.000428668,,-0.004646668,-0.004453244
2001-03-06,-0.002093559,-0.001919451,,-0.002524958,-0.002348118
2001-03-07,-0.003695765,-0.003376447,,-0.005789324,-0.005295898
2001-03-08,-0.004261704,-0.003863525,,-0.007957469,-0.007239972
2001-03-09,0.000687546,0.000606894,,-0.003574158,-0.003256631
2001-03-12,-0.000682483,-0.000650852,,5.0623E-06,-4.39582E-05
2001-03-13,0.001780954,0.001672392,,0.001098471,0.00102154
2001-03-14,0.000407281,0.000353142,,0.002188236,0.002025535
2001-03-15,-9.16E-05,-0.000107924,,0.000315669,0.000245218
2001-03-16,-0.000278866,-0.000219277,,-0.000370478,-0.000327201
2001-03-19,0.000785458,0.000705047,,0.000506592,0.00048577
2001-03-20,1.50E-05,3.27E-05,,0.000800445,0.000737736
2001-03-21,-0.002900006,-0.002794311,,-0.002885018,-0.002761622
2001-03-22,0.003540162,0.003336083,,0.000640156,0.000541772
2001-03-23,0.000481409,0.000442325,,0.004021572,0.003778408
2001-03-26,-9.48E-05,-5.72E-05,,0.000386603,0.000385171
2001-03-27,-0.000539168,-0.000495025,,-0.000633974,-0.000552179
2001-03-28,0.000316557,0.000299357,,-0.000222611,-0.000195668
2001-03-29,0.000170023,0.000152682,,0.00048658,0.000452039
2001-03-30,-0.00026407,-0.000229742,,-9.40467E-05,-7.70597E-05
2001-04-02,0.000732468,0.000573612,,0.000468398,0.00034387
2001-04-03,-0.005459711,-0.005301206,,-0.004727243,-0.004727594
2001-04-04,0.005414107,0.005205295,,-4.56039E-05,-9.59112E-05
2001-04-05,-0.000517883,-0.000502375,,0.004896224,0.00470292
2001-04-06,6.03E-05,7.90E-05,,-0.000457553,-0.000423339
2001-04-09,-0.000842602,-0.000835188,,-0.000782272,-0.000756152
2001-04-10,0.00056464,0.000541958,,-0.000277962,-0.00029323
2001-04-11,0.000234948,0.000216739,,0.000799588,0.000758696
2001-04-12,-0.000244871,-0.000263904,,-9.92377E-06,-4.7165E-05
2001-04-16,0.00038824,0.000358046,,0.000143369,9.41426E-05
2001-04-17,0.000906469,0.000869433,,0.001294709,0.001227479
2001-04-18,0.000135742,0.000103883,,0.001042211,0.000973316
2001-04-19,-0.000314551,-0.000377088,,-0.000178809,-0.000273205
2001-04-20,0.000202914,0.000149089,,-0.000111637,-0.000227999
2001-04-23,-9.08E-05,-8.57E-05,,0.000112092,6.33635E-05
2001-04-24,0.000817078,0.00072601,,0.000726257,0.000640284
2001-04-25,-0.000160189,-8.23E-05,,0.000656888,0.000643698
2001-04-26,-0.001765758,-0.00172824,,-0.001925948,-0.001810552
2001-04-27,0.000862999,0.000930229,,-0.000902759,-0.000798012
2001-04-30,0.001231217,0.001319581,,0.002094217,0.002249809
2001-05-01,0.00022105,0.000177312,,0.001452268,0.001496893
2001-05-02,-0.001213494,-0.001299944,,-0.000992443,-0.001122632
2001-05-03,0.000355054,0.000334535,,-0.000858439,-0.000965409
2001-05-04,4.83E-05,5.63E-05,,0.0004034,0.000390823
2001-05-07,-0.000169249,-0.00013936,,-0.000120904,-8.30715E-05
2001-05-08,0.003936855,0.003768792,,0.003767606,0.003629432
2001-05-09,0.000596712,0.000593075,,0.004533566,0.004361866
2001-05-10,-0.000257628,-0.000223109,,0.000339084,0.000369966
2001-05-11,0.000607087,0.00054421,,0.00034946,0.000321101
2001-05-14,-0.000126569,-0.000129137,,0.000480518,0.000415072
2001-05-15,0.00042194,0.000392443,,0.00029537,0.000263305
2001-05-16,0.000222108,0.000191293,,0.000644048,0.000583736
2001-05-17,-7.38E-05,-0.000146438,,0.000148328,4.48543E-05
2001-05-18,0.001133229,0.001028287,,0.001059449,0.000881849
2001-05-21,-0.000429967,-0.00034962,,0.000703262,0.000678667
2001-05-22,5.93E-05,2.33E-05,,-0.000370661,-0.000326351
2001-05-23,0.001404142,0.001325013,,0.001463448,0.001348282
2001-05-24,-0.000866372,-0.000779824,,0.00053777,0.000545189
2001-05-25,0.005655863,0.005365299,,0.004789491,0.004585475
2001-05-29,0.000472268,0.000358747,,0.006128131,0.005724046
2001-05-30,-0.0001342,-7.62E-05,,0.000338069,0.000282547
2001-05-31,0.00628854,0.005974028,,0.006154341,0.005897828
2001-06-01,-0.000122059,-9.81E-05,,0.006166481,0.00587591
2001-06-04,0.001326274,0.001156367,,0.001204215,0.001058249
2001-06-05,-0.000474739,-0.000386266,,0.000851535,0.000770101
2001-06-06,-0.000398542,-0.000368122,,-0.000873281,-0.000754388
2001-06-07,-0.000678236,-0.00059123,,-0.001076778,-0.000959352
2001-06-08,0.001135274,0.001007738,,0.000457038,0.000416508
2001-06-11,-0.003784066,-0.00360491,,-0.002648793,-0.002597172
2001-06-12,0.000796659,0.000745435,,-0.002987407,-0.002859475
2001-06-13,0.000196176,0.000119905,,0.000992835,0.00086534
2001-06-14,-0.000216954,-0.000203605,,-2.07785E-05,-8.36993E-05
2001-06-15,-0.000528145,-0.00054583,,-0.000745099,-0.000749434
2001-06-18,-0.000397549,-0.000371663,,-0.000925694,-0.000917493
2001-06-19,0.000660018,0.00059719,,0.000262469,0.000225527
2001-06-20,0.000572475,0.000523567,,0.001232493,0.001120758
2001-06-21,-0.000265521,-0.000227557,,0.000306954,0.000296011
2001-06-22,0.000908783,0.000815757,,0.000643262,0.0005882
2001-06-25,9.97E-05,8.73E-05,,0.001008509,0.000903094
2001-06-26,0.000320272,0.000340544,,0.000419998,0.000427881
2001-06-27,-0.000121888,-0.000131537,,0.000198384,0.000209007
2001-06-28,-0.000292112,-0.000267237,,-0.000414,-0.000398774
2001-06-29,-3.62E-05,-4.07E-05,,-0.000328325,-0.000307915
2001-07-02,0.000675232,0.000621738,,0.000639018,0.00058106
2001-07-03,-9.86E-05,-0.00013906,,0.000576592,0.000482679
2001-07-05,-0.000956695,-0.000904176,,-0.001055335,-0.001043235
2001-07-06,0.000489926,0.000456049,,-0.000466769,-0.000448127
2001-07-09,0.00159608,0.001489259,,0.002086006,0.001945308
2001-07-10,-5.75E-05,-8.23E-05,,0.001538584,0.001406924
2001-07-11,-0.000125345,-8.93E-05,,-0.00018284,-0.000171633
2001-07-12,0.000567347,0.000522935,,0.000442002,0.000433638
2001-07-13,0.001587576,0.001440573,,0.002154923,0.001963508
2001-07-16,3.90E-06,-1.31E-05,,0.001591479,0.001427474
2001-07-17,-0.001435725,-0.001313587,,-0.001431821,-0.001326686
2001-07-18,-0.001206778,-0.001133824,,-0.002642503,-0.002447411
2001-07-19,0.000361717,0.000360261,,-0.000845061,-0.000773563
2001-07-20,0.000121558,0.000142338,,0.000483275,0.000502599
2001-07-23,-0.000305261,-0.000278754,,-0.000183703,-0.000136416
2001-07-24,-0.000309741,-0.000292895,,-0.000615003,-0.00057165
2001-07-25,-0.000119925,-0.000136379,,-0.000429666,-0.000429274
2001-07-26,-0.000942637,-0.000867026,,-0.001062562,-0.001003405
2001-07-27,0.000478761,0.000496177,,-0.000463876,-0.000370849
2001-07-30,-0.000925449,-0.000815489,,-0.000446687,-0.000319312
2001-07-31,-0.000547864,-0.000501343,,-0.001473313,-0.001316831
2001-08-01,0.000184074,0.000165039,,-0.00036379,-0.000336304
2001-08-02,-0.000139636,-0.000131139,,4.4438E-05,3.39003E-05
2001-08-03,0.000185323,0.000160842,,4.56866E-05,2.97034E-05
2001-08-06,0.001112874,0.000963116,,0.001298197,0.001123958
2001-08-07,-0.000315225,-0.000301491,,0.000797649,0.000661624
2001-08-08,0.000595162,0.000569474,,0.000279937,0.000267983
2001-08-09,-0.000239332,-0.000259195,,0.00035583,0.00031028
2001-08-10,0.000203962,0.000190852,,-3.53695E-05,-6.83429E-05
2001-08-13,-0.000813513,-0.000761482,,-0.000609551,-0.00057063
2001-08-14,-0.000434234,-0.000422832,,-0.001247747,-0.001184314
2001-08-15,-4.98E-05,-4.74E-05,,-0.000484057,-0.000470271
2001-08-16,-0.000529251,-0.000498564,,-0.000579074,-0.000546003
2001-08-17,0.001198675,0.001109847,,0.000669424,0.000611284
2001-08-20,0.000524267,0.000428629,,0.001722942,0.001538477
2001-08-21,-9.39E-05,-1.55E-05,,0.000430347,0.000413131
2001-08-22,-0.000364042,-0.000416083,,-0.000457962,-0.000431581
2001-08-23,0.000100226,0.000114925,,-0.000263816,-0.000301158
2001-08-24,-0.000642242,-0.000453842,,-0.000542016,-0.000338917
2001-08-27,-0.000948795,-0.000873858,,-0.001591038,-0.0013277
2001-08-28,9.86E-05,-6.69E-05,,-0.000850201,-0.000940733
2001-08-29,0.000639066,0.000579692,,0.000737661,0.000512817
2001-08-30,-2.65E-05,1.79E-05,,0.000612586,0.000597614
2001-08-31,0.000614057,0.000550574,,0.000587577,0.000568496
2001-09-04,3.26E-05,2.66E-05,,0.000646661,0.000577221
2001-09-05,-0.000211738,-0.000216499,,-0.000179134,-0.000189851
2001-09-06,-0.000860542,-0.000876892,,-0.00107228,-0.001093391
2001-09-07,0.000236041,0.000217657,,-0.000624501,-0.000659235
2001-09-10,0,0,,0.000236041,0.000217657
2001-09-12,0,0,,0,0
2001-09-13,0.000444139,0.00020037,,0.000444139,0.00020037
2001-09-17,-0.00051991,-0.00050733,,-7.57715E-05,-0.00030696
2001-09-18,-0.00128119,-0.001187855,,-0.0018011,-0.001695185
2001-09-19,-0.006926611,-0.006605108,,-0.0082078,-0.007792963
2001-09-20,0.017244688,0.016345184,,0.010318078,0.009740076
2001-09-21,-0.004308048,-0.004060083,,0.01293664,0.012285102
2001-09-24,0.000168418,0.000157773,,-0.00413963,-0.003902309
2001-09-25,-0.000198264,-0.000188417,,-2.98464E-05,-3.06437E-05
2001-09-26,-5.84E-05,1.32E-05,,-0.000256664,-0.000175176
2001-09-27,-0.000348692,-0.000327596,,-0.000407092,-0.000314355
2001-09-28,-0.000485674,-0.000533066,,-0.000834366,-0.000860662
2001-10-01,-0.000443772,-0.00043624,,-0.000929446,-0.000969306
2001-10-02,0.000605996,0.000617683,,0.000162224,0.000181443
2001-10-03,9.99E-06,-8.33E-06,,0.000615989,0.000609351
2001-10-04,-0.000389801,-0.000368615,,-0.000379809,-0.000376948
2001-10-05,-0.000555097,-0.000538508,,-0.000944899,-0.000907123
2001-10-08,7.24E-06,-3.03E-05,,-0.000547854,-0.0005688
2001-10-09,0.000578567,0.00058127,,0.000585811,0.000550979
2001-10-10,0.000644619,0.000611099,,0.001223186,0.001192369
2001-10-11,-0.000281563,-0.000247777,,0.000363056,0.000363322
2001-10-12,0.00076059,0.000745775,,0.000479027,0.000497999
2001-10-15,0.000362228,0.000357423,,0.001122818,0.001103199
2001-10-16,-0.000636851,-0.000557708,,-0.000274622,-0.000200284
2001-10-17,0.00031422,0.000303269,,-0.00032263,-0.000254438
2001-10-18,-0.000177598,-0.000181277,,0.000136622,0.000121993
2001-10-19,-1.06E-05,-1.48E-05,,-0.000188174,-0.000196028
2001-10-22,-0.000223566,-0.0001968,,-0.000234142,-0.000211551
2001-10-23,-0.003925889,-0.00375133,,-0.004149455,-0.003948131
2001-10-24,0.000606868,0.000546609,,-0.003319021,-0.003204721
2001-10-25,0.000115842,0.000123498,,0.000722711,0.000670107
2001-10-26,-0.001112995,-0.001020753,,-0.000997153,-0.000897255
2001-10-29,-0.000137549,-0.000175508,,-0.001250544,-0.001196261
2001-10-30,-0.001520376,-0.001444604,,-0.001657925,-0.001620112
2001-10-31,-1.88E-05,-1.33E-05,,-0.001539142,-0.001457913
2001-11-01,-0.002629636,-0.002478122,,-0.002648402,-0.002491431
2001-11-02,-0.000297951,-0.000251291,,-0.002927587,-0.002729413
2001-11-05,0.002234444,0.002170496,,0.001936493,0.001919205
2001-11-06,-6.39E-05,-5.74E-05,,0.002170534,0.002113067
2001-11-07,-0.000182191,-0.000104081,,-0.000246101,-0.00016151
2001-11-08,-9.37E-05,-8.12E-05,,-0.000275877,-0.00018524
2001-11-09,0.000270757,0.000256103,,0.000177071,0.000174944
2001-11-12,0.000815332,0.000813,,0.001086088,0.001069103
2001-11-13,-0.000540359,-0.000458347,,0.000274973,0.000354652
2001-11-14,4.06E-05,-1.35E-05,,-0.000499717,-0.000471805
2001-11-15,-0.000931942,-0.000885414,,-0.0008913,-0.000898872
2001-11-16,-0.000215168,-0.000154151,,-0.00114711,-0.001039566
2001-11-19,-0.000682005,-0.00062396,,-0.000897173,-0.000778111
2001-11-20,-0.000277996,-0.00025621,,-0.000960001,-0.00088017
2001-11-21,0.000580989,0.00055303,,0.000302993,0.00029682
2001-11-23,-0.002809602,-0.002570496,,-0.002228612,-0.002017465
2001-11-26,-0.000275464,-0.000272975,,-0.003085065,-0.002843471
2001-11-27,-0.000441771,-0.000463325,,-0.000717235,-0.000736301
2001-11-28,0.000412964,0.000356869,,-2.88072E-05,-0.000106457
2001-11-29,-9.98E-05,-0.000118796,,0.000313155,0.000238073
2001-11-30,0.000140399,0.000116974,,4.05894E-05,-1.82132E-06
2001-12-03,0.000931973,0.000896608,,0.001072372,0.001013583
2001-12-04,0.001285086,0.001222022,,0.002217059,0.00211863
2001-12-05,0.000472052,0.000457263,,0.001757138,0.001679285
2001-12-06,7.96E-05,6.59E-05,,0.000551653,0.000523176
2001-12-07,0.001050103,0.000966137,,0.001129704,0.001032051
2001-12-10,0.000753186,0.000692013,,0.001803288,0.00165815
2001-12-11,0.000564354,0.00050658,,0.001317539,0.001198592
2001-12-12,-0.000612322,-0.000572789,,-4.79682E-05,-6.62095E-05
2001-12-13,0.000140359,0.000120173,,-0.000471963,-0.000452616
2001-12-14,0.000221704,0.000183321,,0.000362063,0.000303494
2001-12-17,3.44E-06,4.41E-06,,0.000225145,0.00018773
2001-12-18,0.00219361,0.002053747,,0.002197051,0.002058156
2001-12-19,-0.000649346,-0.000625991,,0.001544264,0.001427756
2001-12-20,-0.001751131,-0.001626128,,-0.002400477,-0.002252119
2001-12-21,0.000254245,0.000230391,,-0.001496886,-0.001395737
2001-12-24,0.000268402,0.00025352,,0.000522647,0.000483911
2001-12-26,0.000472202,0.000428765,,0.000740604,0.000682285
2001-12-27,-9.09E-05,-7.45E-05,,0.000381255,0.000354256
2001-12-28,-0.001424858,-0.001348432,,-0.001515805,-0.001422942
2001-12-31,8.81E-05,9.59E-05,,-0.001336785,-0.001252563
2002-01-02,0.00229215,0.002164091,,0.002380222,0.002259961
2002-01-03,0.000283393,0.000287078,,0.002575543,0.002451169
2002-01-04,-0.002013691,-0.001897079,,-0.001730297,-0.001610001
2002-01-07,0.005007119,0.004737157,,0.002993428,0.002840079
2002-01-08,9.14E-05,7.04E-05,,0.005098474,0.004807508
2002-01-09,-0.000148838,-0.000154142,,-5.74837E-05,-8.37909E-05
2002-01-10,0.001498773,0.001411425,,0.001349935,0.001257283
2002-01-11,-0.00115512,-0.001095514,,0.000343653,0.000315911
2002-01-14,-0.001875817,-0.001759166,,-0.003030937,-0.00285468
2002-01-15,0.000746099,0.000684763,,-0.001129718,-0.001074402
2002-01-16,0.00026252,0.000260739,,0.001008619,0.000945502
2002-01-17,0.002316801,0.002249378,,0.002579321,0.002510117
2002-01-18,0.00778387,0.007284906,,0.010100671,0.009534285
